PARTICIPANT_ID,Y_LOGISTIC
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,1
5794,1
5795,0
5796,1
5797,0
5798,1
5799,0
5800,0
5801,0
5802,0
5803,1
5804,1
5805,1
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,0
5813,0
5814,0
5815,0
5816,0
5817,0
5818,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,1
5830,0
5831,0
5832,1
5833,0
5834,0
5835,0
5836,0
5837,0
5838,1
5839,0
5840,1
5841,0
5842,0
5843,1
5844,1
5845,1
5846,0
5847,0
5848,0
5849,1
5850,0
5851,0
5852,0
5853,1
5854,0
5855,1
5856,0
5857,1
5858,0
5859,0
5860,0
5861,1
5862,1
5863,1
5864,0
5865,1
5866,1
5867,0
5868,0
5869,1
5870,0
5871,0
5872,0
5873,0
5874,0
5875,0
5876,0
5877,0
5878,1
5879,1
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,1
5887,0
5888,0
5889,0
5890,1
5891,0
5892,0
5893,1
5894,0
5895,0
5896,1
5897,0
5898,1
5899,0
5900,1
5901,1
5902,0
5903,1
5904,0
5905,0
5906,0
5907,0
5908,1
5909,0
5910,0
5911,1
5912,1
5913,0
5914,0
5915,0
5916,0
5917,0
5918,1
5919,0
5920,0
5921,0
5922,0
5923,0
5924,0
5925,1
5926,0
5927,0
5928,0
5929,0
5930,1
5931,0
5932,0
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,1
5940,1
5941,0
5942,0
5943,0
5944,1
5945,1
5946,0
5947,1
5948,0
5949,0
5950,1
5951,0
5952,0
5953,1
5954,0
5955,0
5956,0
5957,1
5958,0
5959,1
5960,0
5961,0
5962,1
5963,1
5964,0
5965,0
5966,0
5967,0
5968,1
5969,0
5970,0
5971,1
5972,0
5973,0
5974,0
5975,1
5976,0
5977,0
5978,0
5979,0
5980,1
5981,0
5982,0
5983,0
5984,0
5985,0
5986,1
5987,1
5988,0
5989,1
5990,1
5991,0
5992,1
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,1
6000,0
6001,1
6002,0
6003,0
6004,0
6005,0
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,1
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,1
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,1
6031,0
6032,0
6033,1
6034,1
6035,0
6036,0
6037,0
6038,0
6039,1
6040,0
6041,0
6042,0
6043,0
6044,1
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,0
6054,0
6055,1
6056,1
6057,0
6058,0
6059,0
6060,0
6061,1
6062,0
6063,0
6064,0
6065,0
6066,0
6067,1
6068,0
6069,1
6070,0
6071,0
6072,0
6073,1
6074,0
6075,0
6076,0
6077,0
6078,0
6079,0
6080,0
6081,1
6082,0
6083,1
6084,0
6085,0
6086,0
6087,0
6088,1
6089,0
6090,0
6091,1
6092,0
6093,0
6094,0
6095,0
6096,1
6097,0
6098,0
6099,1
6100,0
6101,0
6102,1
6103,0
6104,1
6105,0
6106,1
6107,1
6108,0
6109,0
6110,0
6111,1
6112,0
6113,0
6114,0
6115,0
6116,0
6117,1
6118,0
6119,0
6120,0
6121,0
6122,1
6123,0
6124,0
6125,0
6126,0
6127,1
6128,1
6129,0
6130,0
6131,0
6132,0
6133,1
6134,0
6135,0
6136,1
6137,0
6138,0
6139,0
6140,0
6141,0
6142,0
6143,1
6144,0
6145,0
6146,1
6147,0
6148,0
6149,1
6150,1
6151,1
6152,0
6153,0
6154,0
6155,0
6156,0
6157,0
6158,1
6159,1
6160,0
6161,1
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,1
6169,1
6170,0
6171,0
6172,0
6173,1
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,0
6182,0
6183,0
6184,0
6185,1
6186,0
6187,0
6188,0
6189,0
6190,0
6191,1
6192,1
6193,0
6194,0
6195,0
6196,1
6197,0
6198,0
6199,1
6200,1
6201,1
6202,0
6203,1
6204,0
6205,1
6206,0
6207,0
6208,1
6209,0
6210,0
6211,0
6212,0
6213,1
6214,0
6215,0
6216,0
6217,0
6218,0
6219,1
6220,1
6221,0
6222,0
6223,0
6224,1
6225,0
6226,0
6227,1
6228,0
6229,0
6230,0
6231,0
6232,1
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,0
6247,1
6248,1
6249,0
6250,0
6251,0
6252,0
6253,0
6254,1
6255,0
6256,0
6257,0
6258,1
6259,1
6260,1
6261,0
6262,1
6263,0
6264,0
6265,1
6266,0
6267,0
6268,1
6269,0
6270,0
6271,0
6272,0
6273,1
6274,1
6275,0
6276,1
6277,0
6278,1
6279,0
6280,0
6281,0
6282,1
6283,0
6284,0
6285,0
6286,0
6287,0
6288,1
6289,1
6290,0
6291,0
6292,0
6293,0
6294,0
6295,1
6296,1
6297,0
6298,0
6299,0
6300,0
6301,0
6302,1
6303,1
6304,0
6305,1
6306,0
6307,0
6308,0
6309,1
6310,0
6311,0
6312,0
6313,1
6314,0
6315,1
6316,1
6317,1
6318,0
6319,1
6320,0
6321,0
6322,0
6323,0
6324,0
6325,1
6326,1
6327,0
6328,0
6329,1
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,1
6340,1
6341,1
6342,0
6343,0
6344,0
6345,1
6346,0
6347,1
6348,0
6349,0
6350,0
6351,0
6352,0
6353,1
6354,1
6355,1
6356,0
6357,0
6358,1
6359,0
6360,0
6361,0
6362,0
6363,1
6364,1
6365,0
6366,0
6367,0
6368,0
6369,1
6370,0
6371,0
6372,0
6373,1
6374,0
6375,0
6376,0
6377,0
6378,0
6379,0
6380,0
6381,1
6382,0
6383,1
6384,1
6385,0
6386,0
6387,1
6388,1
6389,1
6390,1
6391,0
6392,0
6393,1
6394,1
6395,1
6396,0
6397,1
6398,0
6399,0
6400,0
6401,0
6402,1
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,1
6411,0
6412,1
6413,1
6414,0
6415,1
6416,0
6417,1
6418,0
6419,0
6420,0
6421,0
6422,0
6423,0
6424,1
6425,1
6426,0
6427,0
6428,1
6429,1
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,0
6438,1
6439,1
6440,0
6441,0
6442,1
6443,1
6444,1
6445,0
6446,0
6447,0
6448,1
6449,1
6450,0
6451,0
6452,0
6453,1
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,1
6463,0
6464,1
6465,0
6466,0
6467,1
6468,0
6469,1
6470,0
6471,0
6472,0
6473,0
6474,0
6475,0
6476,0
6477,1
6478,1
6479,0
6480,1
6481,1
6482,1
6483,1
6484,0
6485,0
6486,0
6487,0
6488,1
6489,1
6490,0
6491,0
6492,1
6493,0
6494,0
6495,0
6496,0
6497,0
6498,0
6499,0
6500,0
6501,1
6502,0
6503,0
6504,1
6505,1
6506,0
6507,1
6508,0
6509,1
6510,0
6511,0
6512,0
6513,0
6514,0
6515,1
6516,1
6517,1
6518,0
6519,0
6520,1
6521,0
6522,1
6523,0
6524,1
6525,1
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,1
6534,0
6535,0
6536,1
6537,0
6538,0
6539,1
6540,0
6541,1
6542,1
6543,0
6544,0
6545,1
6546,0
6547,0
6548,0
6549,1
6550,0
6551,1
6552,1
6553,0
6554,0
6555,1
6556,0
6557,0
6558,0
6559,1
6560,0
6561,0
6562,1
6563,0
6564,0
6565,0
6566,1
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,1
6574,0
6575,0
6576,0
6577,1
6578,0
6579,0
6580,0
6581,0
6582,1
6583,1
6584,1
6585,1
6586,0
6587,0
6588,0
6589,0
6590,1
6591,0
6592,0
6593,1
6594,1
6595,0
6596,0
6597,0
6598,0
6599,1
6600,0
6601,0
6602,0
6603,0
6604,1
6605,0
6606,0
6607,0
6608,1
6609,0
6610,1
6611,0
6612,0
6613,1
6614,0
6615,0
6616,0
6617,0
6618,0
6619,0
6620,0
6621,1
6622,0
6623,1
6624,0
6625,0
6626,0
6627,1
6628,1
6629,0
6630,1
6631,0
6632,1
6633,0
6634,1
6635,1
6636,0
6637,0
6638,1
6639,1
6640,0
6641,0
6642,1
6643,0
6644,0
6645,1
6646,0
6647,1
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,1
6655,0
6656,0
6657,1
6658,0
6659,0
6660,0
6661,1
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,1
6669,1
6670,0
6671,0
6672,0
6673,1
6674,0
6675,1
6676,1
6677,1
6678,0
6679,1
6680,0
6681,0
6682,1
6683,1
6684,0
6685,1
6686,0
6687,0
6688,0
6689,1
6690,0
6691,1
6692,0
6693,0
6694,1
6695,0
6696,1
6697,1
6698,0
6699,1
6700,0
6701,0
6702,0
6703,1
6704,0
6705,0
6706,1
6707,1
6708,1
6709,0
6710,0
6711,0
6712,0
6713,0
6714,1
6715,1
6716,0
6717,1
6718,0
6719,1
6720,0
6721,0
6722,1
6723,0
6724,0
6725,0
6726,0
6727,1
6728,0
6729,0
6730,0
6731,0
6732,0
6733,1
6734,0
6735,0
6736,0
6737,1
6738,0
6739,0
6740,0
6741,0
6742,1
6743,1
6744,0
6745,1
6746,0
6747,1
6748,1
6749,0
6750,0
6751,0
6752,0
6753,0
6754,1
6755,1
6756,0
6757,0
6758,0
6759,0
6760,1
6761,0
6762,0
6763,1
6764,0
6765,0
6766,0
6767,0
6768,0
6769,1
6770,1
6771,0
6772,0
6773,0
6774,0
6775,1
6776,0
6777,0
6778,1
6779,1
6780,1
6781,0
6782,1
6783,0
6784,0
6785,1
6786,1
6787,0
6788,1
6789,0
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,0
6799,0
6800,0
6801,1
6802,0
6803,0
6804,0
6805,1
6806,1
6807,1
6808,0
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,1
6821,0
6822,0
6823,0
6824,0
6825,1
6826,0
6827,0
6828,0
6829,0
6830,1
6831,0
6832,1
6833,0
6834,1
6835,0
6836,0
6837,0
6838,0
6839,1
6840,0
6841,0
6842,0
6843,0
6844,0
6845,1
6846,1
6847,1
6848,0
6849,0
6850,0
6851,1
6852,0
6853,0
6854,1
6855,1
6856,0
6857,0
6858,1
6859,1
6860,1
6861,0
6862,0
6863,1
6864,1
6865,1
6866,0
6867,0
6868,0
6869,1
6870,0
6871,0
6872,0
6873,0
6874,0
6875,0
6876,0
6877,0
6878,0
6879,0
6880,0
6881,1
6882,0
6883,1
6884,1
6885,0
6886,1
6887,0
6888,0
6889,0
6890,0
6891,0
6892,0
6893,0
6894,0
6895,0
6896,0
6897,1
6898,0
6899,1
6900,0
6901,0
6902,0
6903,1
6904,1
6905,0
6906,0
6907,0
6908,1
6909,0
6910,0
6911,1
6912,0
6913,1
6914,1
6915,0
6916,1
6917,0
6918,1
6919,0
6920,0
6921,0
6922,0
6923,0
6924,0
6925,0
6926,0
6927,0
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,0
6936,1
6937,0
6938,0
6939,0
6940,0
6941,0
6942,1
6943,0
6944,0
6945,1
6946,0
6947,0
6948,0
6949,1
6950,0
6951,0
6952,1
6953,0
6954,0
6955,0
6956,0
6957,0
6958,0
6959,0
6960,0
6961,1
6962,1
6963,0
6964,0
6965,1
6966,0
6967,0
6968,1
6969,0
6970,0
6971,0
6972,0
6973,0
6974,0
6975,0
6976,0
6977,0
6978,0
6979,0
6980,0
6981,0
6982,0
6983,0
6984,1
6985,0
6986,0
6987,0
6988,0
6989,1
6990,1
6991,0
6992,1
6993,0
6994,0
6995,0
6996,0
6997,1
6998,0
6999,0
7000,1
7001,0
7002,1
7003,0
7004,1
7005,0
7006,1
7007,0
7008,0
7009,0
7010,0
7011,1
7012,0
7013,0
7014,0
7015,0
7016,1
7017,1
7018,1
7019,1
7020,1
7021,0
7022,1
7023,1
7024,0
7025,1
7026,0
7027,0
7028,0
7029,0
7030,0
7031,1
7032,1
7033,0
7034,0
7035,0
7036,0
7037,0
7038,1
7039,0
7040,0
7041,0
7042,0
7043,0
7044,0
7045,1
7046,0
7047,0
7048,0
7049,0
7050,0
7051,0
7052,0
7053,0
7054,0
7055,0
7056,0
7057,0
7058,1
7059,1
7060,0
7061,0
7062,0
7063,0
7064,0
7065,0
7066,0
7067,0
7068,0
7069,0
7070,0
7071,1
7072,0
7073,0
7074,0
7075,0
7076,0
7077,1
7078,1
7079,0
7080,0
7081,0
7082,1
7083,0
7084,0
7085,0
7086,0
7087,0
7088,0
7089,0
7090,0
7091,0
7092,1
7093,0
7094,0
7095,0
7096,0
7097,0
7098,1
7099,0
7100,0
7101,1
7102,0
7103,0
7104,0
7105,1
7106,1
7107,1
7108,1
7109,1
7110,1
7111,0
7112,0
7113,0
7114,0
7115,1
7116,0
7117,0
7118,1
7119,1
7120,0
7121,1
7122,1
7123,0
7124,1
7125,0
7126,0
7127,0
7128,1
7129,1
7130,0
7131,0
7132,0
7133,1
7134,1
7135,0
7136,1
7137,0
7138,0
7139,0
7140,1
7141,0
7142,0
7143,1
7144,1
7145,0
7146,0
7147,0
7148,0
7149,0
7150,0
7151,1
7152,1
7153,0
7154,1
7155,0
7156,0
7157,0
7158,1
7159,0
7160,1
7161,0
7162,1
7163,0
7164,0
7165,1
7166,0
7167,1
7168,0
7169,0
7170,1
7171,0
7172,0
7173,1
7174,0
7175,0
7176,0
7177,1
7178,0
7179,0
7180,1
7181,0
7182,0
7183,0
7184,0
7185,1
7186,1
7187,0
7188,0
7189,0
7190,0
7191,1
7192,0
7193,0
7194,0
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,0
7202,0
7203,0
7204,0
7205,0
7206,1
7207,0
7208,0
7209,1
7210,0
7211,0
7212,1
7213,0
7214,1
7215,0
7216,0
7217,0
7218,1
7219,0
7220,0
7221,0
7222,0
7223,0
7224,0
7225,1
7226,0
7227,1
7228,1
7229,0
7230,0
7231,1
7232,0
7233,1
7234,0
7235,0
7236,0
7237,0
7238,0
7239,0
7240,1
7241,0
7242,0
7243,0
7244,1
7245,0
7246,1
7247,1
7248,0
7249,0
7250,1
7251,0
7252,0
7253,1
7254,0
7255,0
7256,1
7257,1
7258,0
7259,1
7260,0
7261,0
7262,0
7263,0
7264,0
7265,0
7266,1
7267,1
7268,0
7269,0
7270,1
7271,0
7272,0
7273,1
7274,0
7275,0
7276,0
7277,0
7278,0
7279,0
7280,1
7281,0
7282,1
7283,1
7284,0
7285,0
7286,0
7287,0
7288,0
7289,1
7290,0
7291,1
7292,0
7293,0
7294,1
7295,0
7296,0
7297,0
7298,0
7299,1
7300,0
7301,0
7302,0
7303,0
7304,1
7305,0
7306,0
7307,0
7308,0
7309,0
7310,0
7311,0
7312,1
7313,0
7314,0
7315,0
7316,0
7317,0
7318,0
7319,0
7320,0
7321,0
7322,1
7323,0
7324,1
7325,1
7326,0
7327,1
7328,0
7329,1
7330,1
7331,1
7332,1
7333,0
7334,0
7335,1
7336,0
7337,0
7338,0
7339,0
7340,0
7341,0
7342,0
7343,0
7344,1
7345,1
7346,0
7347,0
7348,0
7349,0
7350,0
7351,0
7352,1
7353,1
7354,1
7355,0
7356,1
7357,0
7358,0
7359,0
7360,0
7361,0
7362,0
7363,0
7364,1
7365,1
7366,0
7367,0
7368,0
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,0
7377,0
7378,1
7379,0
7380,0
7381,0
7382,0
7383,0
7384,0
7385,1
7386,0
7387,0
7388,1
7389,0
7390,0
7391,1
7392,0
7393,0
7394,0
7395,0
7396,0
7397,0
7398,0
7399,1
7400,0
7401,0
7402,0
7403,0
7404,0
7405,0
7406,0
7407,0
7408,1
7409,1
7410,1
7411,0
7412,1
7413,0
7414,1
7415,0
7416,0
7417,0
7418,0
7419,1
7420,1
7421,0
7422,0
7423,0
7424,0
7425,1
7426,0
7427,0
7428,0
7429,0
7430,0
7431,1
7432,0
7433,1
7434,0
7435,1
7436,0
7437,0
7438,0
7439,0
7440,0
7441,1
7442,0
7443,0
7444,0
7445,0
7446,1
7447,0
7448,0
7449,0
7450,0
7451,1
7452,0
7453,0
7454,0
7455,0
7456,0
7457,1
7458,0
7459,0
7460,0
7461,1
7462,0
7463,1
7464,1
7465,0
7466,0
7467,1
7468,0
7469,1
7470,0
7471,0
7472,1
7473,0
7474,1
7475,1
7476,1
7477,0
7478,1
7479,1
7480,0
7481,1
7482,0
7483,0
7484,0
7485,1
7486,0
7487,1
7488,0
7489,0
7490,0
7491,0
7492,1
7493,0
7494,0
7495,0
7496,0
7497,1
7498,0
7499,0
7500,0
7501,0
7502,1
7503,0
7504,0
7505,1
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,1
7513,0
7514,0
7515,1
7516,0
7517,1
7518,1
7519,1
7520,1
7521,1
7522,0
7523,1
7524,0
7525,0
7526,0
7527,1
7528,1
7529,0
7530,0
7531,1
7532,0
7533,1
7534,1
7535,1
7536,1
7537,0
7538,0
7539,1
7540,0
7541,0
7542,1
7543,0
7544,0
7545,1
7546,1
7547,0
7548,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,1
7559,1
7560,0
7561,0
7562,0
7563,0
7564,1
7565,0
7566,1
7567,0
7568,1
7569,0
7570,0
7571,0
7572,0
7573,0
7574,0
7575,0
7576,0
7577,0
7578,1
7579,0
7580,1
7581,0
7582,0
7583,0
7584,0
7585,0
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,0
7593,0
7594,0
7595,0
7596,1
7597,0
7598,0
7599,0
7600,0
7601,0
7602,0
7603,1
7604,0
7605,0
7606,0
7607,1
7608,1
7609,1
7610,0
7611,0
7612,0
7613,0
7614,1
7615,0
7616,0
7617,0
7618,1
7619,0
7620,0
7621,0
7622,0
7623,0
7624,0
7625,0
7626,0
7627,0
7628,1
7629,0
7630,0
7631,0
7632,1
7633,0
7634,0
7635,1
7636,1
7637,0
7638,0
7639,1
7640,0
7641,0
7642,0
7643,0
7644,0
7645,0
7646,0
7647,0
7648,0
7649,0
7650,0
7651,0
7652,0
7653,0
7654,1
7655,0
7656,0
7657,0
7658,0
7659,0
7660,1
7661,0
7662,1
7663,0
7664,0
7665,0
7666,0
7667,0
7668,0
7669,1
7670,0
7671,0
7672,0
7673,0
7674,0
7675,0
7676,0
7677,1
7678,1
7679,0
7680,0
7681,0
7682,0
7683,1
7684,0
7685,0
7686,1
7687,0
7688,0
7689,1
7690,0
7691,0
7692,1
7693,0
7694,0
7695,1
7696,0
7697,1
7698,0
7699,0
7700,0
7701,0
7702,0
7703,0
7704,0
7705,1
7706,0
7707,1
7708,1
7709,0
7710,1
7711,0
7712,1
7713,1
7714,0
7715,0
7716,0
7717,0
7718,0
7719,0
7720,0
7721,0
7722,0
7723,0
7724,0
7725,0
7726,1
7727,0
7728,1
7729,0
7730,0
7731,1
7732,0
7733,0
7734,0
7735,1
7736,0
7737,0
7738,1
7739,0
7740,0
7741,0
7742,0
7743,0
7744,0
7745,0
7746,0
7747,0
7748,1
7749,0
7750,1
7751,0
7752,0
7753,0
7754,0
7755,0
7756,1
7757,0
7758,1
7759,0
7760,0
7761,1
7762,0
7763,0
7764,0
7765,0
7766,0
7767,0
7768,0
7769,0
7770,1
7771,0
7772,0
7773,0
7774,0
7775,0
7776,0
7777,1
7778,0
7779,0
7780,0
7781,0
7782,0
7783,1
7784,0
7785,0
7786,1
7787,1
7788,0
7789,0
7790,1
7791,1
7792,0
7793,0
7794,0
7795,0
7796,0
7797,0
7798,0
7799,0
7800,0
7801,0
7802,0
7803,0
7804,1
7805,0
7806,1
7807,0
7808,0
7809,1
7810,0
7811,1
7812,0
7813,1
7814,0
7815,0
7816,0
7817,0
7818,0
7819,0
7820,0
7821,0
7822,1
7823,1
7824,0
7825,1
7826,0
7827,0
7828,0
7829,0
7830,0
7831,0
7832,0
7833,1
7834,1
7835,1
7836,0
7837,1
7838,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,0
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,1
7853,0
7854,0
7855,1
7856,1
7857,0
7858,1
7859,0
7860,0
7861,0
7862,1
7863,1
7864,0
7865,0
7866,0
7867,0
7868,1
7869,1
7870,1
7871,0
7872,0
7873,0
7874,0
7875,0
7876,1
7877,0
7878,1
7879,0
7880,0
7881,0
7882,1
7883,0
7884,0
7885,0
7886,0
7887,0
7888,0
7889,0
7890,0
7891,1
7892,0
7893,0
7894,1
7895,0
7896,0
7897,0
7898,1
7899,0
7900,1
7901,1
7902,0
7903,0
7904,0
7905,0
7906,0
7907,0
7908,1
7909,0
7910,1
7911,0
7912,0
7913,0
7914,0
7915,0
7916,0
7917,0
7918,0
7919,0
7920,1
7921,0
7922,0
7923,1
7924,1
7925,0
7926,1
7927,0
7928,0
7929,1
7930,0
7931,0
7932,0
7933,1
7934,0
7935,1
7936,0
7937,1
7938,1
7939,0
7940,0
7941,1
7942,1
7943,0
7944,1
7945,1
7946,1
7947,0
7948,0
7949,0
7950,0
7951,0
7952,1
7953,0
7954,0
7955,1
7956,1
7957,0
7958,0
7959,0
7960,0
7961,1
7962,0
7963,0
7964,1
7965,0
7966,1
7967,0
7968,0
7969,1
7970,0
7971,0
7972,0
7973,1
7974,0
7975,0
7976,0
7977,0
7978,1
7979,1
7980,0
7981,0
7982,0
7983,0
7984,0
7985,0
7986,0
7987,0
7988,0
7989,1
7990,1
7991,0
7992,1
7993,1
7994,0
7995,1
7996,0
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,0
8004,0
8005,0
8006,1
8007,0
8008,0
8009,1
8010,0
8011,0
8012,0
8013,0
8014,1
8015,0
8016,0
8017,0
8018,0
8019,0
8020,0
8021,1
8022,1
8023,1
8024,0
8025,0
8026,0
8027,0
8028,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,1
8036,0
8037,0
8038,1
8039,0
8040,0
8041,1
8042,1
8043,1
8044,0
8045,0
8046,0
8047,0
8048,0
8049,1
8050,0
8051,0
8052,0
8053,0
8054,1
8055,1
8056,0
8057,0
8058,0
8059,0
8060,1
8061,0
8062,0
8063,1
8064,0
8065,0
8066,0
8067,0
8068,0
8069,0
8070,1
8071,0
8072,1
8073,0
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,0
8085,0
8086,0
8087,0
8088,1
8089,0
8090,0
8091,0
8092,0
8093,1
8094,0
8095,0
8096,0
8097,0
8098,0
8099,0
8100,0
8101,1
8102,0
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,1
8110,0
8111,0
8112,1
8113,0
8114,0
8115,1
8116,1
8117,1
8118,1
8119,0
8120,0
8121,1
8122,1
8123,0
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,1
8132,1
8133,0
8134,0
8135,0
8136,1
8137,1
8138,0
8139,0
8140,1
8141,0
8142,1
8143,0
8144,0
8145,1
8146,1
8147,1
8148,0
8149,0
8150,0
8151,0
8152,0
8153,1
8154,0
8155,1
8156,0
8157,0
8158,0
8159,0
8160,0
8161,1
8162,0
8163,0
8164,0
8165,0
8166,1
8167,0
8168,0
8169,0
8170,1
8171,0
8172,0
8173,1
8174,0
8175,0
8176,0
8177,1
8178,0
8179,1
8180,0
8181,0
8182,0
8183,0
8184,1
8185,0
8186,0
8187,0
8188,0
8189,0
8190,0
8191,0
8192,0
8193,1
8194,1
8195,0
8196,1
8197,1
8198,0
8199,0
8200,1
8201,0
8202,1
8203,0
8204,0
8205,0
8206,1
8207,0
8208,0
8209,0
8210,0
8211,0
8212,1
8213,0
8214,0
8215,0
8216,0
8217,0
8218,0
8219,0
8220,0
8221,0
8222,1
8223,0
8224,0
8225,0
8226,0
8227,1
8228,1
8229,1
8230,0
8231,1
8232,1
8233,0
8234,0
8235,0
8236,0
8237,0
8238,0
8239,1
8240,0
8241,0
8242,0
8243,0
8244,1
8245,0
8246,0
8247,1
8248,1
8249,1
8250,0
8251,0
8252,1
8253,0
8254,0
8255,1
8256,0
8257,0
8258,1
8259,0
8260,0
8261,0
8262,0
8263,0
8264,1
8265,0
8266,0
8267,0
8268,0
8269,0
8270,1
8271,1
8272,0
8273,0
8274,0
8275,1
8276,0
8277,0
8278,0
8279,1
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,0
8289,0
8290,0
8291,1
8292,1
8293,0
8294,0
8295,1
8296,1
8297,0
8298,1
8299,0
8300,0
8301,0
8302,0
8303,1
8304,0
8305,0
8306,0
8307,1
8308,0
8309,0
8310,0
8311,1
8312,1
8313,1
8314,1
8315,0
8316,1
8317,0
8318,0
8319,0
8320,1
8321,1
8322,0
8323,1
8324,0
8325,1
8326,0
8327,0
8328,1
8329,0
8330,0
8331,0
8332,1
8333,0
8334,1
8335,1
8336,0
8337,1
8338,0
8339,0
8340,0
8341,0
8342,0
8343,0
8344,0
8345,1
8346,0
8347,1
8348,0
8349,1
8350,0
8351,1
8352,0
8353,0
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,0
8361,0
8362,0
8363,1
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,0
8373,1
8374,0
8375,0
8376,1
8377,1
8378,0
8379,1
8380,1
8381,1
8382,1
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,0
8391,0
8392,0
8393,0
8394,1
8395,0
8396,0
8397,1
8398,1
8399,0
8400,1
8401,1
8402,1
8403,1
8404,0
8405,0
8406,1
8407,1
8408,0
8409,0
8410,1
8411,1
8412,1
8413,0
8414,1
8415,0
8416,0
8417,0
8418,1
8419,0
8420,0
8421,0
8422,0
8423,0
8424,1
8425,0
8426,0
8427,0
8428,1
8429,0
8430,0
8431,0
8432,0
8433,0
8434,0
8435,0
8436,0
8437,1
8438,0
8439,1
8440,0
8441,1
8442,0
8443,0
8444,1
8445,1
8446,0
8447,0
8448,1
8449,0
8450,0
8451,1
8452,1
8453,0
8454,1
8455,0
8456,1
8457,1
8458,0
8459,1
8460,0
8461,0
8462,1
8463,0
8464,1
8465,1
8466,0
8467,1
8468,1
8469,0
8470,1
8471,0
8472,1
8473,0
8474,0
8475,1
8476,1
8477,0
8478,1
8479,0
8480,0
8481,1
8482,1
8483,1
8484,0
8485,0
8486,0
8487,0
8488,0
8489,1
8490,0
8491,0
8492,0
8493,0
8494,1
8495,0
8496,0
8497,0
8498,0
8499,1
8500,1
8501,0
8502,0
8503,1
8504,0
8505,1
8506,0
8507,0
8508,0
8509,1
8510,0
8511,0
8512,0
8513,1
8514,1
8515,1
8516,1
8517,0
8518,0
8519,0
8520,1
8521,0
8522,0
8523,0
8524,1
8525,1
8526,0
8527,0
8528,1
8529,0
8530,1
8531,0
8532,0
8533,0
8534,0
8535,0
8536,0
8537,0
8538,0
8539,1
8540,0
8541,0
8542,1
8543,1
8544,1
8545,0
8546,0
8547,0
8548,1
8549,0
8550,0
8551,0
8552,0
8553,1
8554,0
8555,0
8556,0
8557,0
8558,0
8559,0
8560,1
8561,0
8562,0
8563,1
8564,0
8565,0
8566,0
8567,1
8568,0
8569,0
8570,0
8571,1
8572,0
8573,0
8574,0
8575,1
8576,1
8577,0
8578,1
8579,0
